CIVIC_NUMBER;Geo Local Area;Geom;P_PARCEL_ID;PCOORD;SITE_ID;STD_STREET,,,
"1263;Shaughnessy;""{""""coordinates"""": [-123.13357922990706", 49.25211143683887]," """"type"""": """"Point""""}"";__FJ0WSW;70314435;011532025;BALFOUR AV",1263
"1239;Shaughnessy;""{""""coordinates"""": [-123.1335056758071", 49.254095022661865]," """"type"""": """"Point""""}"";__FJ0WTA;70214477;016059727;MATTHEWS AV",1239
"4510;Shaughnessy;""{""""coordinates"""": [-123.14174963796016", 49.24493598312069]," """"type"""": """"Point""""}"";__FJ0WTM;72212294;011003278;BEVERLY CRESCENT",4510
"1063;Shaughnessy;""{""""coordinates"""": [-123.12889565188293", 49.24382330649255]," """"type"""": """"Point""""}"";__FJ0WTQ;72114859;011008881;CONNAUGHT DRIVE",1063
"3763;Shaughnessy;""{""""coordinates"""": [-123.12783315621213", 49.25207503929707]," """"type"""": """"Point""""}"";__FJ169M;15070253;LMS4236;OAK ST",3763
"4862;Shaughnessy;""{""""coordinates"""": [-123.14508388015166", 49.24237399379656]," """"type"""": """"Point""""}"";__FJ203Y;12172576;003223566;ANGUS DRIVE",4862
"4815;Shaughnessy;""{""""coordinates"""": [-123.14438467803416", 49.242775616738584]," """"type"""": """"Point""""}"";__FJ2048;12272547;011004291;MARGUERITE ST",4815
"1726;Shaughnessy;""{""""coordinates"""": [-123.14429455931375", 49.24334422850292]," """"type"""": """"Point""""}"";__FJ204E;12272505;011004452;W 32ND AV",1726
"4747;Shaughnessy;""{""""coordinates"""": [-123.14434605075833", 49.24319259438941]," """"type"""": """"Point""""}"";__FJ204G;12272515;011004401;MARGUERITE ST",4747
"4562;Shaughnessy;""{""""coordinates"""": [-123.14503554510665", 49.24484549646431]," """"type"""": """"Point""""}"";__FJ204I;12172128;007255730;ANGUS DRIVE",4562
"4612;Shaughnessy;""{""""coordinates"""": [-123.14503904523947", 49.244403376140305]," """"type"""": """"Point""""}"";__FJ204M;12172156;011015632;ANGUS DRIVE",4612
"4662;Shaughnessy;""{""""coordinates"""": [-123.14505285361116", 49.24396259212585]," """"type"""": """"Point""""}"";__FJ204Q;12172182;007405863;ANGUS DRIVE",4662
"4637;Shaughnessy;""{""""coordinates"""": [-123.14440868977947", 49.24416894931012]," """"type"""": """"Point""""}"";__FJ204Y;12272169;011015748;MARGUERITE ST",4637
"4561;Shaughnessy;""{""""coordinates"""": [-123.14440747672272", 49.244831899851874]," """"type"""": """"Point""""}"";__FJ2054;12272127;011015772;MARGUERITE ST",4561
"4716;Shaughnessy;""{""""coordinates"""": [-123.14648114490055", 49.24335224406779]," """"type"""": """"Point""""}"";__FJ2056;12072506;011008521;PINE CRESCENT",4716
"4750;Shaughnessy;""{""""coordinates"""": [-123.14649164682046", 49.24314039285253]," """"type"""": """"Point""""}"";__FJ2058;12072516;011008547;PINE CRESCENT",4750
"4812;Shaughnessy;""{""""coordinates"""": [-123.14650225780952", 49.24277967026003]," """"type"""": """"Point""""}"";__FJ205C;12072548;011008598;PINE CRESCENT",4812
"4838;Shaughnessy;""{""""coordinates"""": [-123.14650719938827", 49.24259706060618]," """"type"""": """"Point""""}"";__FJ205E;12072564;011008610;PINE CRESCENT",4838
"4888;Shaughnessy;""{""""coordinates"""": [-123.14651974277972", 49.2421976559889]," """"type"""": """"Point""""}"";__FJ205I;12072596;011008644;PINE CRESCENT",4888
"4887;Shaughnessy;""{""""coordinates"""": [-123.1459660507942", 49.242189820407866]," """"type"""": """"Point""""}"";__FJ205K;12172597;008171327;ANGUS DRIVE",4887
"4717;Shaughnessy;""{""""coordinates"""": [-123.14594874996304", 49.24334932877803]," """"type"""": """"Point""""}"";__FJ205W;12172507;011008695;ANGUS DRIVE",4717
"4662;Shaughnessy;""{""""coordinates"""": [-123.14660751359324", 49.243987147661585]," """"type"""": """"Point""""}"";__FJ2064;12072262;007372736;PINE CRESCENT",4662
"4663;Shaughnessy;""{""""coordinates"""": [-123.14594979110605", 49.2439776449204]," """"type"""": """"Point""""}"";__FJ2068;12172183;011016531;ANGUS DRIVE",4663
"4611;Shaughnessy;""{""""coordinates"""": [-123.14594161982917", 49.24441707263685]," """"type"""": """"Point""""}"";__FJ206C;12172157;011016566;ANGUS DRIVE",4611
"1815;Shaughnessy;""{""""coordinates"""": [-123.14726424661936", 49.2449020276237]," """"type"""": """"Point""""}"";__FJ206I;72209597;011016841;W 30TH AV",1815
"1868;Shaughnessy;""{""""coordinates"""": [-123.14740299253518", 49.24054634611612]," """"type"""": """"Point""""}"";__FJ206S;73309848;004290186;W 34TH AV",1868
"1818;Shaughnessy;""{""""coordinates"""": [-123.14726835176191", 49.240544269018145]," """"type"""": """"Point""""}"";__FJ206U;73309882;002782359;W 34TH AV",1818
"1855;Shaughnessy;""{""""coordinates"""": [-123.1471859370559", 49.241002231956436]," """"type"""": """"Point""""}"";__FJ207C;73309895;013947711;W 34TH AV",1855
"4998;Shaughnessy;""{""""coordinates"""": [-123.14514759958", 49.24092522099052]," """"type"""": """"Point""""}"";__FJ207O;12173046;011327804;ANGUS DRIVE",4998
"5026;Shaughnessy;""{""""coordinates"""": [-123.14515434496056", 49.24064860877329]," """"type"""": """"Point""""}"";__FJ207S;12173062;006343970;ANGUS DRIVE",5026
"5038;Shaughnessy;""{""""coordinates"""": [-123.14516945122985", 49.24050601517488]," """"type"""": """"Point""""}"";__FJ207U;12173070;010444947;ANGUS DRIVE",5038
"5007;Shaughnessy;""{""""coordinates"""": [-123.1445693238555", 49.24077393546844]," """"type"""": """"Point""""}"";__FJ2080;12273055;011328011;MARGUERITE ST",5007
"4963;Shaughnessy;""{""""coordinates"""": [-123.14456381232445", 49.24118727379549]," """"type"""": """"Point""""}"";__FJ2084;12273033;011328100;MARGUERITE ST",4963
"4942;Shaughnessy;""{""""coordinates"""": [-123.14651070159124", 49.24146815332171]," """"type"""": """"Point""""}"";__FJ208E;12073026;010985395;PINE CRESCENT",4942
"4958;Shaughnessy;""{""""coordinates"""": [-123.14651643415374", 49.24131612644858]," """"type"""": """"Point""""}"";__FJ208G;12073038;010985425;PINE CRESCENT",4958
"5042;Shaughnessy;""{""""coordinates"""": [-123.14653684470215", 49.24056229915679]," """"type"""": """"Point""""}"";__FJ208Q;12073316;010985492;PINE CRESCENT",5042
"5041;Shaughnessy;""{""""coordinates"""": [-123.14604209978489", 49.24055168159033]," """"type"""": """"Point""""}"";__FJ208S;12173063;010985859;ANGUS DRIVE",5041
"5025;Shaughnessy;""{""""coordinates"""": [-123.14603567761264", 49.24070325956922]," """"type"""": """"Point""""}"";__FJ208U;12173055;004546598;ANGUS DRIVE",5025
"4353;Shaughnessy;""{""""coordinates"""": [-123.13477515419845", 49.24731872115839]," """"type"""": """"Point""""}"";__FJ22M2;14471471;023074167;HUDSON ST",4353
"4989;Shaughnessy;""{""""coordinates"""": [-123.13972371042983", 49.241179538280306]," """"type"""": """"Point""""}"";__FJ22NS;73512595;016054211;GRANVILLE ST",4989
"4792;Shaughnessy;""{""""coordinates"""": [-123.12965139544535", 49.242640684328755]," """"type"""": """"Point""""}"";__FIZYNS;14872194;004162722;OSLER ST",4792
"1105;Shaughnessy;""{""""coordinates"""": [-123.13042975835072", 49.242689425929434]," """"type"""": """"Point""""}"";__FIZYNU;14872195;010996958;W 32ND AV",1105
"1137;Shaughnessy;""{""""coordinates"""": [-123.13135749339568", 49.24303417879753]," """"type"""": """"Point""""}"";__FIZYOQ;72514667;010996982;W 32ND AV",1137
"3212;Shaughnessy;""{""""coordinates"""": [-123.15208227047377", 49.25706600546095]," """"type"""": """"Point""""}"";__FIZYP2;09169004;011523867;EAST BOULEVARD",3212
"3226;Shaughnessy;""{""""coordinates"""": [-123.15209171501601", 49.25691946091575]," """"type"""": """"Point""""}"";__FIZYP4;09169034;005201942;EAST BOULEVARD",3226
"2050;Shaughnessy;""{""""coordinates"""": [-123.15153597095063", 49.25696426773029]," """"type"""": """"Point""""}"";__FIZYPI;69009154;011523972;W 16TH AV",2050
"3374;Shaughnessy;""{""""coordinates"""": [-123.15213946412433", 49.25570099552956]," """"type"""": """"Point""""}"";__FIZYPO;09169176;011542951;EAST BOULEVARD",3374
"2033;Shaughnessy;""{""""coordinates"""": [-123.15158341293377", 49.25564551527513]," """"type"""": """"Point""""}"";__FIZYPS;69309157;011542977;W 18TH AV",2033
"2050;Shaughnessy;""{""""coordinates"""": [-123.15164001859605", 49.25417877905239]," """"type"""": """"Point""""}"";__FIZYQM;69509154;003608484;W 19TH AV",2050
"1990;Shaughnessy;""{""""coordinates"""": [-123.15040652901087", 49.254217181891704]," """"type"""": """"Point""""}"";__FIZYQO;09569506;011536781;W 19TH AV",1990
"1938;Shaughnessy;""{""""coordinates"""": [-123.14946254791928", 49.25415779712496]," """"type"""": """"Point""""}"";__FIZYQQ;69509566;011536870;W 19TH AV",1938
"1903;Shaughnessy;""{""""coordinates"""": [-123.14901470821532", 49.25420291095745]," """"type"""": """"Point""""}"";__FIZYQS;69709595;011536900;CEDAR CRESCENT",1903
"1988;Shaughnessy;""{""""coordinates"""": [-123.15006457243966", 49.25509655871512]," """"type"""": """"Point""""}"";__FIZYQW;69309536;011536624;W 18TH AV",1988
"1927;Shaughnessy;""{""""coordinates"""": [-123.14922986692108", 49.25468611746472]," """"type"""": """"Point""""}"";__FIZYR4;69509577;011536713;W 19TH AV",1927
"1950;Shaughnessy;""{""""coordinates"""": [-123.14961113994949", 49.256012860250564]," """"type"""": """"Point""""}"";__FIZYRE;69109554;011534907;W 17TH AV",1950
"1906;Shaughnessy;""{""""coordinates"""": [-123.14876386984588", 49.25599823065641]," """"type"""": """"Point""""}"";__FIZYRI;69109594;009744177;W 17TH AV",1906
"3238;Shaughnessy;""{""""coordinates"""": [-123.15040391541413", 49.2569436367243]," """"type"""": """"Point""""}"";__FIZYRS;69009506;011521171;MAPLE ST",3238
"1904;Shaughnessy;""{""""coordinates"""": [-123.14873231986627", 49.25691848221482]," """"type"""": """"Point""""}"";__FIZYS0;69009596;011521287;W 16TH AV",1904
"3297;Shaughnessy;""{""""coordinates"""": [-123.14874415591338", 49.256521777822336]," """"type"""": """"Point""""}"";__FIZYS2;69109597;004244869;CYPRESS ST",3297
"1888;Shaughnessy;""{""""coordinates"""": [-123.14762321302726", 49.256896526092866]," """"type"""": """"Point""""}"";__FIZYSE;69009734;011521091;W 16TH AV",1888
"1850;Shaughnessy;""{""""coordinates"""": [-123.14719992420132", 49.25689256855269]," """"type"""": """"Point""""}"";__FIZYSG;69009754;011521104;W 16TH AV",1850
"1833;Shaughnessy;""{""""coordinates"""": [-123.14695616998449", 49.2564948584075]," """"type"""": """"Point""""}"";__FIZYSQ;69109755;010284184;W 17TH AV",1833
"1867;Shaughnessy;""{""""coordinates"""": [-123.1476350864569", 49.2565047691382]," """"type"""": """"Point""""}"";__FIZYSU;69109715;011521121;W 17TH AV",1867
"3350;Shaughnessy;""{""""coordinates"""": [-123.14798322157898", 49.25574377792181]," """"type"""": """"Point""""}"";__FIZYT0;09769136;004173007;CYPRESS ST",3350
"3438;Shaughnessy;""{""""coordinates"""": [-123.14800354700779", 49.25519234484819]," """"type"""": """"Point""""}"";__FIZYT4;09769324;011534770;CYPRESS ST",3438
"3439;Shaughnessy;""{""""coordinates"""": [-123.14743667047738", 49.25542064873262]," """"type"""": """"Point""""}"";__FIZYT8;11869165;011534796;CEDAR CRESCENT",3439
"1868;Shaughnessy;""{""""coordinates"""": [-123.14738541847771", 49.25596762352867]," """"type"""": """"Point""""}"";__FIZYTC;69109736;011534800;W 17TH AV",1868
"1838;Shaughnessy;""{""""coordinates"""": [-123.14701367450043", 49.25596450805971]," """"type"""": """"Point""""}"";__FIZYTE;69109766;011534826;W 17TH AV",1838
"1798;Shaughnessy;""{""""coordinates"""": [-123.14567208533722", 49.25686880566386]," """"type"""": """"Point""""}"";__FIZYTI;69012006;008236038;W 16TH AV",1798
"3538;Shaughnessy;""{""""coordinates"""": [-123.1481142468129", 49.25412868887963]," """"type"""": """"Point""""}"";__FIZYTM;69511804;002694867;CYPRESS ST",3538
"1864;Shaughnessy;""{""""coordinates"""": [-123.14769129651125", 49.25417961256638]," """"type"""": """"Point""""}"";__FIZYTO;69511834;011538031;W 19TH AV",1864
"1812;Shaughnessy;""{""""coordinates"""": [-123.14676046839973", 49.254244673796634]," """"type"""": """"Point""""}"";__FIZYTQ;69511894;011538121;W 19TH AV",1812
"3438;Shaughnessy;""{""""coordinates"""": [-123.14684680751405", 49.255082478018615]," """"type"""": """"Point""""}"";__FIZYTU;11869180;011538228;CEDAR CRESCENT",3438
"3388;Shaughnessy;""{""""coordinates"""": [-123.14640673931801", 49.255435649178935]," """"type"""": """"Point""""}"";__FIZYTY;11869154;006755658;CEDAR CRESCENT",3388
"3350;Shaughnessy;""{""""coordinates"""": [-123.14616461307283", 49.25557538166836]," """"type"""": """"Point""""}"";__FIZYU0;11869140;011538180;CEDAR CRESCENT",3350
"3302;Shaughnessy;""{""""coordinates"""": [-123.14595942546468", 49.255710569376674]," """"type"""": """"Point""""}"";__FIZYU2;11869128;011073802;CEDAR CRESCENT",3302
"3403;Shaughnessy;""{""""coordinates"""": [-123.14567510209511", 49.255250831677046]," """"type"""": """"Point""""}"";__FIZYU4;69512055;011538261;PINE CRESCENT",3403
"3489;Shaughnessy;""{""""coordinates"""": [-123.14604614665063", 49.255018727299955]," """"type"""": """"Point""""}"";__FIZYU6;69512025;002901480;PINE CRESCENT",3489
"1837;Shaughnessy;""{""""coordinates"""": [-123.14635529012594", 49.25477636464125]," """"type"""": """"Point""""}"";__FIZYU8;69512005;007915101;W 19TH AV",1837
"5678;Shaughnessy;""{""""coordinates"""": [-123.13913982667181", 49.2349045555765]," """"type"""": """"Point""""}"";__FIZH0G;13074796;008184895;GRANVILLE ST",5678
"1427;Shaughnessy;""{""""coordinates"""": [-123.13795193425676", 49.23458352738456]," """"type"""": """"Point""""}"";__FIZH0Y;75013087;011117818;W 41ST AV",1427
"1449;Shaughnessy;""{""""coordinates"""": [-123.13843893545088", 49.234597768980585]," """"type"""": """"Point""""}"";__FIZH12;75013047;005220670;W 41ST AV",1449
"1379;Shaughnessy;""{""""coordinates"""": [-123.13666824694809", 49.2345369465599]," """"type"""": """"Point""""}"";__FIZH18;75013543;010888748;W 41ST AV",1379
"1343;Shaughnessy;""{""""coordinates"""": [-123.13588174657804", 49.23450686770877]," """"type"""": """"Point""""}"";__FIZH1E;75014149;004354702;W 41ST AV",1343
"1319;Shaughnessy;""{""""coordinates"""": [-123.13535214268128", 49.23448994868971]," """"type"""": """"Point""""}"";__FIZH1I;75014181;010888781;W 41ST AV",1319
"1289;Shaughnessy;""{""""coordinates"""": [-123.13426808460885", 49.23445031232464]," """"type"""": """"Point""""}"";__FIZH22;75014417;011047356;W 41ST AV",1289
"1667;Shaughnessy;""{""""coordinates"""": [-123.14365040203103", 49.234755047812996]," """"type"""": """"Point""""}"";__FIZH5O;75012257;011144645;W 41ST AV",1667
"1107;Shaughnessy;""{""""coordinates"""": [-123.13057966860801", 49.2361416717303]," """"type"""": """"Point""""}"";__FIZH5U;74314697;011097418;W 39TH AV",1107
"1121;Shaughnessy;""{""""coordinates"""": [-123.13084893913897", 49.23615125283243]," """"type"""": """"Point""""}"";__FIZH5W;74314681;011097426;W 39TH AV",1121
"1135;Shaughnessy;""{""""coordinates"""": [-123.13112687663113", 49.236160382702465]," """"type"""": """"Point""""}"";__FIZH5Y;74314665;002707454;W 39TH AV",1135
"5538;Shaughnessy;""{""""coordinates"""": [-123.12996091005378", 49.23565889275176]," """"type"""": """"Point""""}"";__FIZH6Q;14874322;009004050;OSLER ST",5538
"5505;Shaughnessy;""{""""coordinates"""": [-123.12901006066733", 49.235717995877586]," """"type"""": """"Point""""}"";__FIZH6W;15074147;VAS855;OAK ST",5505
"1123;Shaughnessy;""{""""coordinates"""": [-123.13089121559818", 49.235265181731044]," """"type"""": """"Point""""}"";__FIZH7I;74714679;011095865;W 40TH AV",1123
"1109;Shaughnessy;""{""""coordinates"""": [-123.1306226438039", 49.23525828951749]," """"type"""": """"Point""""}"";__FIZH7K;74714695;008172811;W 40TH AV",1109
"1207;Shaughnessy;""{""""coordinates"""": [-123.13278492957068", 49.23529805708021]," """"type"""": """"Point""""}"";__FIZH7Q;74714497;011096101;W 40TH AV",1207
"1221;Shaughnessy;""{""""coordinates"""": [-123.13307274293035", 49.23530851120924]," """"type"""": """"Point""""}"";__FIZH7S;74714481;011096128;W 40TH AV",1221
"1498;Shaughnessy;""{""""coordinates"""": [-123.13910176390446", 49.23605958272461]," """"type"""": """"Point""""}"";__FIZHAS;13074304;003359034;W 39TH AV",1498
"1679;Shaughnessy;""{""""coordinates"""": [-123.14393105104114", 49.23601131720848]," """"type"""": """"Point""""}"";__FIZHAW;74712235;011124601;W 40TH AV",1679
"1655;Shaughnessy;""{""""coordinates"""": [-123.14310544550496", 49.236006513958934]," """"type"""": """"Point""""}"";__FIZHB0;74712275;008191689;W 40TH AV",1655
"1437;Shaughnessy;""{""""coordinates"""": [-123.13816080801851", 49.235581732769084]," """"type"""": """"Point""""}"";__FIZHBC;74713049;011118121;W 40TH AV",1437
"1405;Shaughnessy;""{""""coordinates"""": [-123.13742349534168", 49.2355615003544]," """"type"""": """"Point""""}"";__FIZHBI;74713097;011118008;W 40TH AV",1405
"1460;Shaughnessy;""{""""coordinates"""": [-123.13863182505395", 49.23596255814571]," """"type"""": """"Point""""}"";__FIZHBS;74313016;011117923;W 39TH AV",1460
"1288;Shaughnessy;""{""""coordinates"""": [-123.13449284178701", 49.23575569370718]," """"type"""": """"Point""""}"";__FIZHBU;74314406;011095946;W 39TH AV",1288
"1235;Shaughnessy;""{""""coordinates"""": [-123.13336921057454", 49.235318963625616]," """"type"""": """"Point""""}"";__FIZHC2;74714465;011096144;W 40TH AV",1235
"1512;Shaughnessy;""{""""coordinates"""": [-123.13992756059707", 49.23512038070396]," """"type"""": """"Point""""}"";__FIZHCG;74712596;011123940;W 40TH AV",1512
"5550;Shaughnessy;""{""""coordinates"""": [-123.14070201042597", 49.23596227713838]," """"type"""": """"Point""""}"";__FIZHCI;12574354;011124733;CHURCHILL ST",5550
"1537;Shaughnessy;""{""""coordinates"""": [-123.14022034466923", 49.235663779673956]," """"type"""": """"Point""""}"";__FIZHCM;74712557;011124784;W 40TH AV",1537
"1511;Shaughnessy;""{""""coordinates"""": [-123.1398844590416", 49.23565699067682]," """"type"""": """"Point""""}"";__FIZHCO;74712597;005946719;W 40TH AV",1511
"1650;Shaughnessy;""{""""coordinates"""": [-123.14286646046276", 49.235319581534014]," """"type"""": """"Point""""}"";__FIZHCU;74712254;011124105;W 40TH AV",1650
"5550;Shaughnessy;""{""""coordinates"""": [-123.14189372400783", 49.236213568100794]," """"type"""": """"Point""""}"";__FJ28JM;12474154;002813041;SOMERSET CRESCENT",5550
"1428;Shaughnessy;""{""""coordinates"""": [-123.13789271197122", 49.235944120940744]," """"type"""": """"Point""""}"";__FJ28JQ;74313064;003264530;W 39TH AV",1428
"1250;Shaughnessy;""{""""coordinates"""": [-123.1336357333354", 49.23572702203878]," """"type"""": """"Point""""}"";__FJ28JS;74314448;011096012;W 39TH AV",1250
"2098;Shaughnessy;""{""""coordinates"""": [-123.15214940198386", 49.255227743860374]," """"type"""": """"Point""""}"";__FJ29S2;09169304;003996654;W 18TH AV",2098
"3437;Shaughnessy;""{""""coordinates"""": [-123.15122104786502", 49.255117529882725]," """"type"""": """"Point""""}"";__FJ29S4;69309194;011542926;MAPLE ST",3437
"1838;Shaughnessy;""{""""coordinates"""": [-123.14718501915435", 49.25421849733752]," """"type"""": """"Point""""}"";__FJ29SE;69511864;011538091;W 19TH AV",1838
"3770;Shaughnessy;""{""""coordinates"""": [-123.1522129515686", 49.25237356562223]," """"type"""": """"Point""""}"";__FJ29SQ;09169742;010611495;EAST BOULEVARD",3770
"1975;Shaughnessy;""{""""coordinates"""": [-123.15063842034442", 49.25088711712703]," """"type"""": """"Point""""}"";__FJ29SS;71009515;011541598;W KING EDWARD AV",1975
