CIVIC_NUMBER;Geo Local Area;Geom;P_PARCEL_ID;PCOORD;SITE_ID;STD_STREET,,,
"1837;Shaughnessy;""{""""coordinates"""": [-123.14660063986999", 49.25158273994307]," """"type"""": """"Point""""}"";__FIZZ0C;70212007;011540150;MATTHEWS AV",1837
"3676;Shaughnessy;""{""""coordinates"""": [-123.14636487808112", 49.25274387276712]," """"type"""": """"Point""""}"";__FIZZ0I;12069814;003000818;PINE CRESCENT",3676
"1837;Shaughnessy;""{""""coordinates"""": [-123.14616721935411", 49.25373540570837]," """"type"""": """"Point""""}"";__FIZZ0K;12069592;006958931;HOSMER AV",1837
"3739;Shaughnessy;""{""""coordinates"""": [-123.14573958727878", 49.252218901300125]," """"type"""": """"Point""""}"";__FIZZ0Q;12169953;008449066;ANGUS DRIVE",3739
"3403;Shaughnessy;""{""""coordinates"""": [-123.1453409792623", 49.255417223300036]," """"type"""": """"Point""""}"";__FIZZ2A;69512055;010232958;PINE CRESCENT",3403
"1778;Shaughnessy;""{""""coordinates"""": [-123.14521998090866", 49.25585859101137]," """"type"""": """"Point""""}"";__FIZZ2C;69111834;011538317;CEDAR CRESCENT",1778
"3538;Shaughnessy;""{""""coordinates"""": [-123.14558893910787", 49.2544616005889]," """"type"""": """"Point""""}"";__FIZZ2I;69512016;009028234;PINE CRESCENT",3538
"3851;Shaughnessy;""{""""coordinates"""": [-123.14449697038555", 49.25119591480813]," """"type"""": """"Point""""}"";__FIZZ32;12270241;011540818;MARGUERITE ST",3851
"3898;Shaughnessy;""{""""coordinates"""": [-123.14522188630025", 49.25094763712408]," """"type"""": """"Point""""}"";__FIZZ36;12170242;011540656;ANGUS DRIVE",3898
"4051;Shaughnessy;""{""""coordinates"""": [-123.14494961083301", 49.24994950868092]," """"type"""": """"Point""""}"";__FIZZ3E;71012197;005519799;MARGUERITE ST",4051
"1751;Shaughnessy;""{""""coordinates"""": [-123.14530414545641", 49.249956709273704]," """"type"""": """"Point""""}"";__FIZZ3G;71012157;011540745;W KING EDWARD AV",1751
"3988;Shaughnessy;""{""""coordinates"""": [-123.14544775570837", 49.25042607951803]," """"type"""": """"Point""""}"";__FIZZ3I;12170282;011540664;ANGUS DRIVE",3988
"1712;Shaughnessy;""{""""coordinates"""": [-123.14419366466953", 49.25584414381668]," """"type"""": """"Point""""}"";__FIZZ3Y;69111894;011538422;CEDAR CRESCENT",1712
"1696;Shaughnessy;""{""""coordinates"""": [-123.14391829237643", 49.25067267409264]," """"type"""": """"Point""""}"";__FIZZ44;12270508;007752636;LAURIER AV",1696
"1757;Shaughnessy;""{""""coordinates"""": [-123.1439720446981", 49.252079910387536]," """"type"""": """"Point""""}"";__FIZZ48;70212233;007357079;MATTHEWS AV",1757
"1469;Shaughnessy;""{""""coordinates"""": [-123.13644237577243", 49.25745929416467]," """"type"""": """"Point""""}"";__FIY5IK;69013306;011524758;MCRAE AV",1469
"3290;Shaughnessy;""{""""coordinates"""": [-123.13823408248058", 49.25635748996896]," """"type"""": """"Point""""}"";__FIY5J0;13069528;VAS1266;GRANVILLE ST",3290
"1433;Shaughnessy;""{""""coordinates"""": [-123.1374106494149", 49.25553451013155]," """"type"""": """"Point""""}"";__FIY5J6;69813085;005088763;ANGUS DRIVE",1433
"1498;Shaughnessy;""{""""coordinates"""": [-123.13834540963727", 49.254227738247465]," """"type"""": """"Point""""}"";__FIY5JG;69813004;011532653;ANGUS DRIVE",1498
"1488;Shaughnessy;""{""""coordinates"""": [-123.13782996917189", 49.254379024273874]," """"type"""": """"Point""""}"";__FIY5JI;69813034;011532661;ANGUS DRIVE",1488
"1450;Shaughnessy;""{""""coordinates"""": [-123.13748808151702", 49.254483326443086]," """"type"""": """"Point""""}"";__FIY5JK;69813054;005138281;ANGUS DRIVE",1450
"1389;Shaughnessy;""{""""coordinates"""": [-123.13662421101027", 49.25402471337132]," """"type"""": """"Point""""}"";__FIY5JQ;70213537;006191231;MATTHEWS AV",1389
"1703;Shaughnessy;""{""""coordinates"""": [-123.14400550833427", 49.2564459787746]," """"type"""": """"Point""""}"";__FIY5MI;69111897;011524120;CEDAR CRESCENT",1703
"1646;Shaughnessy;""{""""coordinates"""": [-123.14241245297389", 49.25681543506225]," """"type"""": """"Point""""}"";__FIY5MO;69012254;009205195;W 16TH AV",1646
"3208;Shaughnessy;""{""""coordinates"""": [-123.1409251723534", 49.256796048015794]," """"type"""": """"Point""""}"";__FIY5N0;69012406;008553068;FIR ST",3208
"1542;Shaughnessy;""{""""coordinates"""": [-123.14001495386637", 49.25678287025975]," """"type"""": """"Point""""}"";__FIY5N6;69012456;010686347;W 16TH AV",1542
"1589;Shaughnessy;""{""""coordinates"""": [-123.14016287526174", 49.25636845208907]," """"type"""": """"Point""""}"";__FIY5NI;69512437;004417780;MARPOLE AV",1589
"3410;Shaughnessy;""{""""coordinates"""": [-123.14274844801787", 49.25516142018152]," """"type"""": """"Point""""}"";__FIY5NM;12369534;010808353;MARPOLE AV",3410
"1550;Shaughnessy;""{""""coordinates"""": [-123.14006560044537", 49.25551690266094]," """"type"""": """"Point""""}"";__FIY5NS;69512424;011538643;MARPOLE AV",1550
"1538;Shaughnessy;""{""""coordinates"""": [-123.1395486806676", 49.255921422546066]," """"type"""": """"Point""""}"";__FIY5NU;69512458;007365047;MARPOLE AV",1538
"3335;Shaughnessy;""{""""coordinates"""": [-123.13921159459926", 49.25602527422471]," """"type"""": """"Point""""}"";__FIY5NW;69512498;007365063;GRANVILLE ST",3335
"1553;Shaughnessy;""{""""coordinates"""": [-123.14042297772293", 49.25482652641799]," """"type"""": """"Point""""}"";__FIY5O0;69812677;011538660;ANGUS DRIVE",1553
"1650;Shaughnessy;""{""""coordinates"""": [-123.14248228235417", 49.25601900222618]," """"type"""": """"Point""""}"";__FIY5OI;69512265;011534672;CEDAR CRESCENT",1650
"1612;Shaughnessy;""{""""coordinates"""": [-123.14178097187992", 49.25633965401823]," """"type"""": """"Point""""}"";__FIY5OK;69112296;011534753;CEDAR CRESCENT",1612
"1645;Shaughnessy;""{""""coordinates"""": [-123.14203564181484", 49.256015963080394]," """"type"""": """"Point""""}"";__FIY5OM;69512337;011534737;MARPOLE AV",1645
"3433;Shaughnessy;""{""""coordinates"""": [-123.14327917562564", 49.255494036158474]," """"type"""": """"Point""""}"";__FIY5OQ;69512294;010834214;MARPOLE AV",3433
"3435;Shaughnessy;""{""""coordinates"""": [-123.1437190434679", 49.25534326064727]," """"type"""": """"Point""""}"";__FIY5OS;69512086;010834231;MARPOLE AV",3435
"1517;Shaughnessy;""{""""coordinates"""": [-123.14003544279902", 49.25486838379648]," """"type"""": """"Point""""}"";__FIY5OU;69812685;VAS1830;ANGUS DRIVE",1517
"1503;Shaughnessy;""{""""coordinates"""": [-123.13948573917233", 49.255053010029414]," """"type"""": """"Point""""}"";__FIY5P0;13069593;VAS2415;ANGUS DRIVE",1503
"1426;Shaughnessy;""{""""coordinates"""": [-123.13741692629999", 49.25043916695617]," """"type"""": """"Point""""}"";__FIY5PE;70513074;011530111;LAURIER AV",1426
"1412;Shaughnessy;""{""""coordinates"""": [-123.13699368349432", 49.250431582885255]," """"type"""": """"Point""""}"";__FIY5PG;70513094;011530146;LAURIER AV",1412
"1374;Shaughnessy;""{""""coordinates"""": [-123.13589297032941", 49.25040907245351]," """"type"""": """"Point""""}"";__FIY5PS;70513526;014546515;LAURIER AV",1374
"1326;Shaughnessy;""{""""coordinates"""": [-123.13506916566959", 49.25039656364992]," """"type"""": """"Point""""}"";__FIY5PU;70513576;011527633;LAURIER AV",1326
"1327;Shaughnessy;""{""""coordinates"""": [-123.13508675808353", 49.249803757522315]," """"type"""": """"Point""""}"";__FIY5PW;71013577;011527706;W KING EDWARD AV",1327
"1375;Shaughnessy;""{""""coordinates"""": [-123.13591467634353", 49.249816711120985]," """"type"""": """"Point""""}"";__FIY5Q0;71013527;011527757;W KING EDWARD AV",1375
"3837;Shaughnessy;""{""""coordinates"""": [-123.13703232182188", 49.251716955014885]," """"type"""": """"Point""""}"";__FIY5QM;70313096;008211230;CARTIER ST",3837
"1453;Shaughnessy;""{""""coordinates"""": [-123.13781195600903", 49.25116640133832]," """"type"""": """"Point""""}"";__FIY5QS;70513057;011530928;LAURIER AV",1453
"1303;Shaughnessy;""{""""coordinates"""": [-123.1353794122237", 49.25375454095542]," """"type"""": """"Point""""}"";__FIY5RC;70213597;010826548;MATTHEWS AV",1303
"1365;Shaughnessy;""{""""coordinates"""": [-123.1361937352353", 49.253796751964266]," """"type"""": """"Point""""}"";__FIY5RG;70213557;010826742;MATTHEWS AV",1365
"1338;Shaughnessy;""{""""coordinates"""": [-123.13567843838749", 49.25311373027884]," """"type"""": """"Point""""}"";__FIY5RU;70213566;008294984;MATTHEWS AV",1338
"1329;Shaughnessy;""{""""coordinates"""": [-123.13534968736128", 49.25220605696217]," """"type"""": """"Point""""}"";__FIY5S4;70313575;007393393;BALFOUR AV",1329
"3620;Shaughnessy;""{""""coordinates"""": [-123.1428637043687", 49.25345667408739]," """"type"""": """"Point""""}"";__FIY5SE;12569926;007754035;ALEXANDRA ST",3620
"3630;Shaughnessy;""{""""coordinates"""": [-123.14265979288821", 49.25327657181597]," """"type"""": """"Point""""}"";__FIY5SG;12569946;007754027;ALEXANDRA ST",3630
"1651;Shaughnessy;""{""""coordinates"""": [-123.14233314897659", 49.25294595943326]," """"type"""": """"Point""""}"";__FIY5SK;70212507;004190831;MATTHEWS AV",1651
"1598;Shaughnessy;""{""""coordinates"""": [-123.14122686181948", 49.25386574736492]," """"type"""": """"Point""""}"";__FIY5T2;69812614;011539011;ANGUS DRIVE",1598
"3751;Shaughnessy;""{""""coordinates"""": [-123.1394137760143", 49.252229496322]," """"type"""": """"Point""""}"";__FIY5TG;70312597;011540249;GRANVILLE ST",3751
"3788;Shaughnessy;""{""""coordinates"""": [-123.141212701812", 49.252052327437895]," """"type"""": """"Point""""}"";__FIY5TK;70312507;005099935;ALEXANDRA ST",3788
"1588;Shaughnessy;""{""""coordinates"""": [-123.14110068911663", 49.2506229338372]," """"type"""": """"Point""""}"";__FIY5U6;70512508;007290454;LAURIER AV",1588
"3940;Shaughnessy;""{""""coordinates"""": [-123.14111504528681", 49.25035665754721]," """"type"""": """"Point""""}"";__FIY5U8;12570526;007290462;ALEXANDRA ST",3940
"1558;Shaughnessy;""{""""coordinates"""": [-123.14036859091127", 49.25048575787771]," """"type"""": """"Point""""}"";__FIY5UA;70512556;011540451;LAURIER AV",1558
"1526;Shaughnessy;""{""""coordinates"""": [-123.13998452294831", 49.2504830935311]," """"type"""": """"Point""""}"";__FIY5UC;70512576;011540486;LAURIER AV",1526
"1508;Shaughnessy;""{""""coordinates"""": [-123.1394537445748", 49.25058358245899]," """"type"""": """"Point""""}"";__FIY5UE;13070501;011540516;LAURIER AV",1508
"3989;Shaughnessy;""{""""coordinates"""": [-123.1394659398935", 49.25028852425209]," """"type"""": """"Point""""}"";__FIY5UG;13070531;011540524;GRANVILLE ST",3989
"4025;Shaughnessy;""{""""coordinates"""": [-123.13947748691541", 49.24999751466439]," """"type"""": """"Point""""}"";__FIY5UI;13070561;011190272;GRANVILLE ST",4025
"1539;Shaughnessy;""{""""coordinates"""": [-123.14017788842524", 49.24986757644211]," """"type"""": """"Point""""}"";__FIY5UM;71012567;008174288;W KING EDWARD AV",1539
"1557;Shaughnessy;""{""""coordinates"""": [-123.14047539377253", 49.24987350275394]," """"type"""": """"Point""""}"";__FIY5UO;71012547;002655535;W KING EDWARD AV",1557
"1656;Shaughnessy;""{""""coordinates"""": [-123.14306742880063", 49.250523519559685]," """"type"""": """"Point""""}"";__FIY5UW;70512246;008764964;LAURIER AV",1656
"1646;Shaughnessy;""{""""coordinates"""": [-123.14263800102948", 49.25051596382475]," """"type"""": """"Point""""}"";__FIY5UY;70512262;011136596;LAURIER AV",1646
"1606;Shaughnessy;""{""""coordinates"""": [-123.14179564401176", 49.25050397564855]," """"type"""": """"Point""""}"";__FIY5V0;70512294;004950186;LAURIER AV",1606
"1605;Shaughnessy;""{""""coordinates"""": [-123.1418131322773", 49.249898116533394]," """"type"""": """"Point""""}"";__FIY5V2;71012295;011540605;W KING EDWARD AV",1605
"1619;Shaughnessy;""{""""coordinates"""": [-123.14222949827852", 49.249904800886576]," """"type"""": """"Point""""}"";__FIY5V4;71012281;011540621;W KING EDWARD AV",1619
"1645;Shaughnessy;""{""""coordinates"""": [-123.14295023285186", 49.249914687640135]," """"type"""": """"Point""""}"";__FIY5V8;71012253;004313089;W KING EDWARD AV",1645
"3837;Shaughnessy;""{""""coordinates"""": [-123.14202530911989", 49.2515619730602]," """"type"""": """"Point""""}"";__FIY5VE;12570315;011540168;ALEXANDRA ST",3837
"1649;Shaughnessy;""{""""coordinates"""": [-123.14261176659369", 49.25117804497455]," """"type"""": """"Point""""}"";__FIY5VM;70512267;007970196;LAURIER AV",1649
"1589;Shaughnessy;""{""""coordinates"""": [-123.14133370620904", 49.25326923339761]," """"type"""": """"Point""""}"";__FIY5VY;70212535;011539089;MATTHEWS AV",1589
"3711;Shaughnessy;""{""""coordinates"""": [-123.14242112096335", 49.252008989321865]," """"type"""": """"Point""""}"";__FIY5W0;70212294;VAS1553;ALEXANDRA ST",3711
"3680;Shaughnessy;""{""""coordinates"""": [-123.1363983199593", 49.25280253841041]," """"type"""": """"Point""""}"";__FIY5W2;13570248;VAS1651;CARTIER ST",3680
"1590;Shaughnessy;""{""""coordinates"""": [-123.1413568611761", 49.252484821491834]," """"type"""": """"Point""""}"";__FIY5W4;70212514;008040176;MATTHEWS AV",1590
"1598;Shaughnessy;""{""""coordinates"""": [-123.14172554454488", 49.2523881029149]," """"type"""": """"Point""""}"";__FIY5W6;70212504;008040117;MATTHEWS AV",1598
"1055;Shaughnessy;""{""""coordinates"""": [-123.12870533585641", 49.254288901853535]," """"type"""": """"Point""""}"";__FIY780;69414906;011531070;WOLFE AV",1055
"1040;Shaughnessy;""{""""coordinates"""": [-123.12841730713227", 49.25674852441347]," """"type"""": """"Point""""}"";__FIY796;69014760;009182683;W 16TH AV",1040
"1020;Shaughnessy;""{""""coordinates"""": [-123.12814038515693", 49.25674613331164]," """"type"""": """"Point""""}"";__FIY798;69014776;024165719;W 16TH AV",1020
"1065;Shaughnessy;""{""""coordinates"""": [-123.12873010180975", 49.256282215027774]," """"type"""": """"Point""""}"";__FIY79I;69214745;007662491;RICHELIEU AV",1065
"1091;Shaughnessy;""{""""coordinates"""": [-123.12920946569727", 49.25643819672745]," """"type"""": """"Point""""}"";__FIY79K;69214725;007109075;RICHELIEU AV",1091
"3411;Shaughnessy;""{""""coordinates"""": [-123.12773313399337", 49.25515398075339]," """"type"""": """"Point""""}"";__FIY79U;15069313;007176538;OAK ST",3411
"1003;Shaughnessy;""{""""coordinates"""": [-123.12775192384127", 49.2546124476956]," """"type"""": """"Point""""}"";__FIY79Y;15069393;011532751;DOUGLAS CRESCENT",1003
"1053;Shaughnessy;""{""""coordinates"""": [-123.1282941882271", 49.25492533026559]," """"type"""": """"Point""""}"";__FIY7A0;69414977;011532769;DOUGLAS CRESCENT",1053
"1046;Shaughnessy;""{""""coordinates"""": [-123.12857635256636", 49.25556906536155]," """"type"""": """"Point""""}"";__FIY7AG;69214764;010023381;RICHELIEU AV",1046
"1190;Shaughnessy;""{""""coordinates"""": [-123.13076958352698", 49.25681242356783]," """"type"""": """"Point""""}"";__FIY7AK;69414605;011191902;RICHELIEU AV",1190
"1080;Shaughnessy;""{""""coordinates"""": [-123.1298732877911", 49.25464605443007]," """"type"""": """"Point""""}"";__FIY7AS;69414682;011532858;WOLFE AV",1080
"1098;Shaughnessy;""{""""coordinates"""": [-123.13038491844775", 49.25532325905062]," """"type"""": """"Point""""}"";__FIY7AW;69414662;011079525;WOLFE AV",1098
"1102;Shaughnessy;""{""""coordinates"""": [-123.13057789786819", 49.25553532829752]," """"type"""": """"Point""""}"";__FIY7B0;69414654;009610456;WOLFE AV",1102
"3402;Shaughnessy;""{""""coordinates"""": [-123.13184854486573", 49.255586489276084]," """"type"""": """"Point""""}"";__FIY7B8;14869842;007861231;OSLER ST",3402
"1188;Shaughnessy;""{""""coordinates"""": [-123.1315325545407", 49.25639417036484]," """"type"""": """"Point""""}"";__FIY7BA;69414620;011532840;WOLFE AV",1188
"1671;Shaughnessy;""{""""coordinates"""": [-123.14364212256392", 49.249928221846346]," """"type"""": """"Point""""}"";__FIY7GE;71012225;010769757;W KING EDWARD AV",1671
"1428;Shaughnessy;""{""""coordinates"""": [-123.13793451113631", 49.23503061224294]," """"type"""": """"Point""""}"";__FIZH0O;74713068;004996232;W 40TH AV",1428
"1416;Shaughnessy;""{""""coordinates"""": [-123.13768297313436", 49.23502372509897]," """"type"""": """"Point""""}"";__FIZH0Q;74713082;011117745;W 40TH AV",1416
"1406;Shaughnessy;""{""""coordinates"""": [-123.1374476406729", 49.23501545984425]," """"type"""": """"Point""""}"";__FIZH0S;74713094;011117753;W 40TH AV",1406
"1415;Shaughnessy;""{""""coordinates"""": [-123.13770877280021", 49.23457483124312]," """"type"""": """"Point""""}"";__FIZH0W;75013335;011117796;W 41ST AV",1415
"1437;Shaughnessy;""{""""coordinates"""": [-123.13819509077886", 49.234590423969465]," """"type"""": """"Point""""}"";__FIZH10;75013067;011117826;W 41ST AV",1437
"1292;Shaughnessy;""{""""coordinates"""": [-123.13452400724945", 49.23484893605562]," """"type"""": """"Point""""}"";__FIZH1M;74714404;011045256;W 40TH AV",1292
"1235;Shaughnessy;""{""""coordinates"""": [-123.13340041409982", 49.23442389999917]," """"type"""": """"Point""""}"";__FIZH1W;75014471;011047607;W 41ST AV",1235
"1249;Shaughnessy;""{""""coordinates"""": [-123.13368601979028", 49.234432547103886]," """"type"""": """"Point""""}"";__FIZH1Y;75014453;011047615;W 41ST AV",1249
"5688;Shaughnessy;""{""""coordinates"""": [-123.13455657526187", 49.23445895392399]," """"type"""": """"Point""""}"";__FIZH24;75014405;011047364;HUDSON ST",5688
"1503;Shaughnessy;""{""""coordinates"""": [-123.139961997833", 49.234672834166815]," """"type"""": """"Point""""}"";__FIZH56;13074795;008916365;W 41ST AV",1503
";Shaughnessy;""{""""coordinates"""": [-123.14072646474251", 49.23468178223294]," """"type"""": """"Point""""}"";__FIZH5A;75012547;011144530;",
"5675;Shaughnessy;""{""""coordinates"""": [-123.14194358181105", 49.23472958715156]," """"type"""": """"Point""""}"";__FIZH5E;12574797;027898857;CHURCHILL ST",5675
"1623;Shaughnessy;""{""""coordinates"""": [-123.14250788249755", 49.23473938987394]," """"type"""": """"Point""""}"";__FIZH5I;75012455;011144599;W 41ST AV",1623
"5592;Shaughnessy;""{""""coordinates"""": [-123.12996886587703", 49.235293226843424]," """"type"""": """"Point""""}"";__FIZH6U;14874382;007129513;OSLER ST",5592
"1192;Shaughnessy;""{""""coordinates"""": [-123.13220955812668", 49.235681473926434]," """"type"""": """"Point""""}"";__FIZH6Y;74314604;011095717;W 39TH AV",1192
"1122;Shaughnessy;""{""""coordinates"""": [-123.13086679072313", 49.23563401470204]," """"type"""": """"Point""""}"";__FIZH76;74314678;011095814;W 39TH AV",1122
"1108;Shaughnessy;""{""""coordinates"""": [-123.1305975092401", 49.235624424658596]," """"type"""": """"Point""""}"";__FIZH78;74314694;011095831;W 39TH AV",1108
"1163;Shaughnessy;""{""""coordinates"""": [-123.13170360377465", 49.235263790661506]," """"type"""": """"Point""""}"";__FIZH7E;74714631;009051805;W 40TH AV",1163
"1228;Shaughnessy;""{""""coordinates"""": [-123.13306009394421", 49.23570836469627]," """"type"""": """"Point""""}"";__FIZH7M;74314480;011096055;W 39TH AV",1228
"5555;Shaughnessy;""{""""coordinates"""": [-123.13996315074051", 49.23603379638444]," """"type"""": """"Point""""}"";__FIZHAU;74312596;010019111;CONNAUGHT DRIVE",5555
"1631;Shaughnessy;""{""""coordinates"""": [-123.14265002764344", 49.23600303834471]," """"type"""": """"Point""""}"";__FIZHB2;74712295;006439101;W 40TH AV",1631
"5526;Shaughnessy;""{""""coordinates"""": [-123.13911376814167", 49.23588282058604]," """"type"""": """"Point""""}"";__FIZHB4;13074334;008405654;GRANVILLE ST",5526
"1451;Shaughnessy;""{""""coordinates"""": [-123.13841289590216", 49.23558772768412]," """"type"""": """"Point""""}"";__FIZHBA;74713033;011118164;W 40TH AV",1451
"1278;Shaughnessy;""{""""coordinates"""": [-123.13421067381812", 49.23574613608277]," """"type"""": """"Point""""}"";__FIZHBW;74314416;011095962;W 39TH AV",1278
"1236;Shaughnessy;""{""""coordinates"""": [-123.13334792106012", 49.23571791859877]," """"type"""": """"Point""""}"";__FIZHC0;74314464;011096039;W 39TH AV",1236
"1538;Shaughnessy;""{""""coordinates"""": [-123.14024008003526", 49.23512359084706]," """"type"""": """"Point""""}"";__FIZHCE;74712566;011123893;W 40TH AV",1538
"5588;Shaughnessy;""{""""coordinates"""": [-123.140846664436", 49.235635123485146]," """"type"""": """"Point""""}"";__FIZHCK;12574394;011124741;CHURCHILL ST",5588
"5560;Shaughnessy;""{""""coordinates"""": [-123.14166616485913", 49.23589947235771]," """"type"""": """"Point""""}"";__FIZHCQ;12474194;011124717;SOMERSET CRESCENT",5560
"1638;Shaughnessy;""{""""coordinates"""": [-123.14248799039265", 49.23531195323766]," """"type"""": """"Point""""}"";__FIZHCW;74712268;011124113;W 40TH AV",1638
"1630;Shaughnessy;""{""""coordinates"""": [-123.14211225665044", 49.23530522885576]," """"type"""": """"Point""""}"";__FIZHCY;74712282;011124121;W 40TH AV",1630
"1338;Shaughnessy;""{""""coordinates"""": [-123.13526018887771", 49.25164261088849]," """"type"""": """"Point""""}"";__FJ0UBM;70313564;011530430;BALFOUR AV",1338
"1438;Shaughnessy;""{""""coordinates"""": [-123.13798646968556", 49.25169916021545]," """"type"""": """"Point""""}"";__FJ0UBO;70313036;011530901;BALFOUR AV",1438
"1049;Shaughnessy;""{""""coordinates"""": [-123.12877154704253", 49.24749563269176]," """"type"""": """"Point""""}"";__FJ0MYQ;71414855;011022973;W 27TH AV",1049
"4229;Shaughnessy;""{""""coordinates"""": [-123.12803787741494", 49.2478301802174]," """"type"""": """"Point""""}"";__FJ0MYY;15071221;005170311;OAK ST",4229
"1030;Shaughnessy;""{""""coordinates"""": [-123.12850383138206", 49.247891720984626]," """"type"""": """"Point""""}"";__FJ0MZ2;71214874;011023082;W 26TH AV",1030
"1069;Shaughnessy;""{""""coordinates"""": [-123.12901774642515", 49.2484250151929]," """"type"""": """"Point""""}"";__FJ0MZA;71214831;011028572;W 26TH AV",1069
"4157;Shaughnessy;""{""""coordinates"""": [-123.1280001050362", 49.248574127685245]," """"type"""": """"Point""""}"";__FJ0MZC;15071043;004960921;OAK ST",4157
"4175;Shaughnessy;""{""""coordinates"""": [-123.12800525121314", 49.248438743762556]," """"type"""": """"Point""""}"";__FJ0MZE;15071063;011028475;OAK ST",4175
"1007;Shaughnessy;""{""""coordinates"""": [-123.12801904119645", 49.248303800020196]," """"type"""": """"Point""""}"";__FJ0MZG;15071093;011028505;W 26TH AV",1007
"4168;Shaughnessy;""{""""coordinates"""": [-123.12949065620234", 49.24851667823057]," """"type"""": """"Point""""}"";__FJ0MZI;14871062;011028602;OSLER ST",4168
"4250;Shaughnessy;""{""""coordinates"""": [-123.12950721896586", 49.24770978741563]," """"type"""": """"Point""""}"";__FJ0MZO;14871252;011022949;OSLER ST",4250
"4329;Shaughnessy;""{""""coordinates"""": [-123.12806640282255", 49.246916691744744]," """"type"""": """"Point""""}"";__FJ0MZU;15071423;003365476;OAK ST",4329
"4309;Shaughnessy;""{""""coordinates"""": [-123.12806130094609", 49.24706376945974]," """"type"""": """"Point""""}"";__FJ0MZW;15071403;008357579;OAK ST",4309
"1068;Shaughnessy;""{""""coordinates"""": [-123.12906752578482", 49.24697987558009]," """"type"""": """"Point""""}"";__FJ0N00;71414836;011026359;W 27TH AV",1068
"4310;Shaughnessy;""{""""coordinates"""": [-123.12952602624155", 49.247078301013616]," """"type"""": """"Point""""}"";__FJ0N02;14871408;011026090;OSLER ST",4310
"4328;Shaughnessy;""{""""coordinates"""": [-123.12953746497048", 49.24693392369327]," """"type"""": """"Point""""}"";__FJ0N04;14871428;011026138;OSLER ST",4328
"4149;Shaughnessy;""{""""coordinates"""": [-123.1302548039605", 49.24852750403068]," """"type"""": """"Point""""}"";__FJ0N06;14871061;011028718;OSLER ST",4149
"1121;Shaughnessy;""{""""coordinates"""": [-123.13071355506592", 49.24845951267881]," """"type"""": """"Point""""}"";__FJ0N0A;71214677;011028734;W 26TH AV",1121
"1133;Shaughnessy;""{""""coordinates"""": [-123.13092586476868", 49.248461970843145]," """"type"""": """"Point""""}"";__FJ0N0C;71214661;011028742;W 26TH AV",1133
"1163;Shaughnessy;""{""""coordinates"""": [-123.13135691592569", 49.24846732845032]," """"type"""": """"Point""""}"";__FJ0N0E;71214629;007399324;W 26TH AV",1163
"1183;Shaughnessy;""{""""coordinates"""": [-123.1315749841058", 49.24847022863591]," """"type"""": """"Point""""}"";__FJ0N0G;71214613;011028769;W 26TH AV",1183
"1162;Shaughnessy;""{""""coordinates"""": [-123.13136278491712", 49.247939751462674]," """"type"""": """"Point""""}"";__FJ0N0O;71214626;011023651;W 26TH AV",1162
"1122;Shaughnessy;""{""""coordinates"""": [-123.13072726046835", 49.24793102733504]," """"type"""": """"Point""""}"";__FJ0N0S;71214664;011023589;W 26TH AV",1122
"4209;Shaughnessy;""{""""coordinates"""": [-123.13027406908373", 49.24801610341985]," """"type"""": """"Point""""}"";__FJ0N0U;14871203;003054772;OSLER ST",4209
"4269;Shaughnessy;""{""""coordinates"""": [-123.13029391925113", 49.247575755440025]," """"type"""": """"Point""""}"";__FJ0N10;14871273;010577645;OSLER ST",4269
"1163;Shaughnessy;""{""""coordinates"""": [-123.13139043681694", 49.24754348004841]," """"type"""": """"Point""""}"";__FJ0N1A;71414631;007856539;W 27TH AV",1163
"4275;Shaughnessy;""{""""coordinates"""": [-123.13231629843027", 49.24755680675402]," """"type"""": """"Point""""}"";__FJ0N1G;71414495;011024631;SELKIRK ST",4275
"1233;Shaughnessy;""{""""coordinates"""": [-123.1329472739787", 49.24756687665933]," """"type"""": """"Point""""}"";__FJ0N1M;71414465;011024747;W 27TH AV",1233
"1239;Shaughnessy;""{""""coordinates"""": [-123.13315546033691", 49.247570234993766]," """"type"""": """"Point""""}"";__FJ0N1O;71414455;005082307;W 27TH AV",1239
"4223;Shaughnessy;""{""""coordinates"""": [-123.13230787053837", 49.2479508165644]," """"type"""": """"Point""""}"";__FJ0N1W;71214494;011024607;SELKIRK ST",4223
"1233;Shaughnessy;""{""""coordinates"""": [-123.13290182438924", 49.2484893989511]," """"type"""": """"Point""""}"";__FJ0N22;71214463;011028793;W 26TH AV",1233
"1241;Shaughnessy;""{""""coordinates"""": [-123.13311865611654", 49.24849229764536]," """"type"""": """"Point""""}"";__FJ0N24;71214451;010671714;W 26TH AV",1241
"4309;Shaughnessy;""{""""coordinates"""": [-123.13031214808053", 49.24709898755365]," """"type"""": """"Point""""}"";__FJ0N26;14871401;002435373;OSLER ST",4309
"1128;Shaughnessy;""{""""coordinates"""": [-123.1309448164111", 49.24345458102025]," """"type"""": """"Point""""}"";__FJ0WLQ;72114676;003266095;CONNAUGHT DRIVE",1128
"1121;Shaughnessy;""{""""coordinates"""": [-123.13092256500951", 49.2440284394717]," """"type"""": """"Point""""}"";__FJ0WNC;72114673;006579191;CONNAUGHT DRIVE",1121
"1156;Shaughnessy;""{""""coordinates"""": [-123.13179669245062", 49.24366154626019]," """"type"""": """"Point""""}"";__FJ0WP8;72114640;002718561;CONNAUGHT DRIVE",1156
